label,message,message_encoded,len_message
1,18 day euro2004 kickoff u inform late news result daily unsubscribe send euro stop 83222,"[175, 16, 1, 875, 68, 449, 818, 418, 13, 28]",10
0,n buy juz buy lar,"[35, 87, 315, 87, 194]",5
0,ok lor,"[10, 27]",2
0,m work technical support voice process,"[2, 38, 657, 744]",4
0,justbeen overa week break brain mush,"[39, 333]",2
0,tunde wish great day abiola,"[102, 52, 16, 672]",4
0,nope c ì,"[524, 85, 45]",3
0,medical mission nigeria,"[928, 867]",2
0,movie laptop,"[286, 636]",2
0,whatsup u want sleep,"[1, 15, 84]",3
1,urgent 09066612661 landline å5000 cash luxury 4 canary island holiday await collection tcs sae award 20m12aq 150ppm 16 ûï,"[109, 211, 392, 91, 7, 167, 288, 311, 276, 384, 107, 229, 131]",13
1,urgent 09066612661 landline complimentary 4 lux costa del sol holiday å1000 cash await collection ppm 150 sae tcs james 28 eh74rr,"[109, 211, 622, 7, 725, 167, 221, 91, 288, 311, 640, 384, 276]",13
0,lei mon,"[356, 939]",2
0,mm feel sleepy today shall dear,"[742, 64, 25, 270, 57]",5
0,dare stupid tell hear talk,"[737, 21, 174, 115]",4
0,ì noe ben,"[45, 397]",2
0,mag meeting avo point,"[362, 233]",2
0,mean middle left right,"[117, 70]",2
0,crash cuddle sofa,[941],1
0,hi chachi try u unable reach u   pl miss cal u c tiz msg   kanagu,"[41, 48, 1, 141, 1, 44, 1, 85, 82]",9
0,send price mean   ltgt g,"[13, 314, 117, 11, 216]",5
0,buzy,[],0
0,,[],0
1,know u u know send chat 86688 let find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year,"[8, 1, 1, 8, 13, 118, 419, 72, 71, 519, 994, 745, 175, 92]",14
0,  work ring u thing houseful scream brat   pull hair love u,"[38, 405, 1, 51, 591, 328, 19, 1]",8
0,family respond room home diwali come feel like die,"[386, 905, 193, 26, 5, 64, 14, 415]",8
0,tick tick tick   babe,[81],1
0,r ì 4 today meeting,"[32, 45, 7, 25, 362]",5
0,k dahow page want,"[98, 675, 15]",3
0,ya nowonion roast,[124],1
0,send number reply tomorrow morning like ok,"[13, 62, 29, 74, 86, 14, 10]",7
0,problem let know,"[188, 72, 8]",3
0,ok tell half hr b4 u come need 2 prepare,"[10, 21, 196, 561, 1, 5, 23, 3]",8
0,play w computer aiyah tok 2 u lor,"[153, 611, 572, 3, 1, 27]",6
0,sit right okay thank,"[191, 70, 303, 65]",4
0,derp bad dude want party dude file complaint drug abuser live,"[192, 337, 15, 533, 337, 886, 530, 129]",8
0,ok chinese food way fat pay lipo,"[10, 347, 66, 907, 147]",5
0,r outside,"[32, 525]",2
0,good trip watch   remember decide easter,"[9, 346, 103, 228, 292]",5
0,yo watch movie netflix,"[202, 103, 286]",3
0,time iûm prob 3,"[18, 426, 94]",3
0,meh thgt clash ah dun mind dun lose weight gee,"[820, 268, 125, 183, 125, 187]",6
0,thnk wrong calling,[563],1
0,sure night menu    know noon menu,"[99, 47, 971, 8, 701, 971]",6
0,arr birthday today wish oscar,"[210, 25, 102]",3
0,slowly godi love amp need youclean heart bloodsend special people amp u c miracle tomorrow itplspls,"[710, 19, 80, 23, 169, 162, 137, 80, 1, 85, 930, 74]",12
0,open rebtel firefox load plus sign user place number low number number pick number pin display okay,"[411, 624, 325, 732, 837, 110, 62, 62, 62, 73, 62, 303]",12
0,  pick point,"[73, 233]",2
1,marry local woman look discreet action 5 real match instantly phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,"[647, 897, 97, 164, 209, 394, 36, 20, 394, 82, 189, 354, 3, 28, 24, 28]",16
0,wow v v impressed fun shopping,"[620, 132, 132, 243, 458]",5
0,way ur home,"[66, 4, 26]",3
1,burger king   wanna play footy stadium 2 burger king 1st sept large super cocacola walk winner,"[830, 197, 153, 3, 830, 200, 259, 464]",8
0,problem talk later,"[188, 115, 40]",3
0,ur sis,"[4, 456]",2
0,customer place,"[116, 110]",2
1,come little time child afraid dark teenager want stay night,"[5, 269, 18, 718, 15, 214, 47]",7
0,dude u knw telugutht gudk gud nyt,"[337, 1, 459, 111, 607]",5
0,confirm eat esplanade,"[566, 130]",2
0,send d password,"[13, 30, 960]",3
0,kind garage centre exhaust need replace order n fix tomo morning,"[493, 23, 318, 35, 548, 451, 86]",7
1,ur chance win å250 cash wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk,"[4, 184, 33, 490, 91, 329, 24, 650]",8
0,come,[5],1
0,long quit like 5 minute day,"[143, 14, 164, 140, 16]",5
0,likely mittelschmertz google paracetamol worry,[219],1
0,right m check today steam salespee text want come,"[70, 2, 128, 25, 20, 15, 5]",7
0,arrive couple day lt3,"[933, 589, 16]",3
0,k wat s tht incident,"[98, 58, 6, 610]",4
0,yeah unlimited,"[76, 549]",2
0,cthen thk shd b enuff conclusion n content pg n reference ill b da content pg n cover pg,"[145, 108, 35, 432, 35, 813, 17, 108, 43, 432, 35]",11
0,forget 3 year shower sorry atyour phone dead,"[173, 94, 92, 571, 31, 36, 884]",7
0,ìï wat buy tell ì need come,"[134, 58, 87, 21, 45, 23, 5]",7
0,big god bring success,"[168, 182, 178]",3
1,uûªve bin award å50 play 4 instant cash 08715203028 claim 9th player win min å50å500 optout 08718727870,"[107, 153, 7, 91, 49, 378, 33, 77, 819]",9
0,û r stayin extra week d rugby weekend hi   c u soon ham s bit leave guy want tonight,"[560, 32, 654, 39, 30, 190, 41, 85, 1, 112, 6, 156, 54, 113, 15, 114]",16
0,campus library,[918],1
0,affidavit   ltgt   e twiggs st division g courtroom   ltgt   lttimegt   ill double check text tomorrow,"[11, 78, 586, 216, 11, 17, 345, 128, 20, 74]",10
0,creep,[],0
0,tell friend plan valentine day   lturlgt,"[21, 63, 123, 439, 16]",5
0,billion text help god,"[20, 119, 182]",3
0,purity friendship smile read forwarded messageit smile gud evng musthu,"[365, 100, 294, 100, 111]",5
0,ve tell ve return order,"[67, 21, 67, 518, 318]",5
0,housemaid murderer coz man murder   ltgt th january public holiday govtinstituition closedinclude post office,"[417, 127, 605, 11, 523, 167, 295, 322]",8
0,depend u lor,"[1, 27]",2
0,smile right world wonder smile think crazy away   grin,"[100, 70, 205, 339, 100, 22, 447, 324, 660]",9
1,freemsgfav xmas tonesreply real,"[283, 209]",2
0,lil fever fine,[155],1
0,think car,"[22, 165]",2
0,,[],0
1,december mobile 11mth entitle update late colour camera mobile free mobile update co free 08002986906,"[34, 805, 858, 326, 68, 370, 206, 34, 12, 34, 326, 948, 12]",13
0,yes princess want catch big strong hand,"[75, 253, 15, 470, 168, 330]",6
0,oh yeah forget u 2 shopping,"[53, 76, 173, 1, 3, 458]",6
0,mm ask radio,"[742, 42]",2
0,thinkin good drug,"[853, 9, 530]",3
0,slowly godi love amp need youclean heart bloodsend special people amp u c miracle tomorrow itplspls,"[710, 19, 80, 23, 169, 162, 137, 80, 1, 85, 930, 74]",12
0,enjoy shower possessiveness pour u ur love bcoz world lie golden gift love truly,"[170, 571, 1, 4, 19, 634, 205, 964, 287, 19]",10
0,alright sure let know leave,"[343, 99, 72, 8, 54]",5
0,2 hour lucky,"[3, 135, 452]",3
0,genius s brother pls send number skype,"[6, 390, 59, 13, 62]",5
1,gr8 poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 title crazyin sleepingwith fine ymca getzedcouk pobox365o4w45wq 300p,"[413, 441, 96, 7, 312, 626, 721, 441, 388, 616, 441, 155]",12
0,thk em find wtc far weiyi goin e rest dunno r ur goin 4 dinner den b able join,"[145, 754, 71, 486, 387, 78, 804, 261, 32, 4, 387, 7, 220, 252, 108, 307, 223]",17
0,forget s private property   good boy   passionate kiss,"[173, 6, 410, 9, 213, 218]",6
1,interflora   åòit late order interflora flower christmas 0800 505060 place order midnight tomorrow,"[68, 318, 638, 570, 110, 318, 74]",7
0,oh godtaken teethis pain,"[53, 300]",2
1,romcapspam respond presence warm outgoing bring real breath sunshine,"[905, 698, 178, 209, 783]",5
0,u ask darren n pick u lor oso sian tmr haf 2 meet lect,"[1, 42, 649, 35, 73, 1, 27, 350, 284, 348, 3, 56, 787]",13
0,need buy lunch eat maggi mee,"[23, 87, 161, 130]",4
1,congratulation   thank good friend u win å2000 xmas prize 2 claim easy 08712103738 10p minute btnationalrate,"[516, 65, 9, 63, 1, 33, 258, 283, 69, 3, 49, 215, 546, 140, 937]",15
0,ok lor,"[10, 27]",2
0,oh right ok ill sure load work day   nasty cough today dry n shoot help,"[53, 70, 10, 17, 99, 624, 38, 16, 25, 35, 119]",11
0,wifehow know time murder exactly,"[8, 18, 605]",3
1,send logo 2 ur lover   2 join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,"[13, 3, 4, 684, 3, 223, 169, 24, 19, 616, 19, 420, 861, 902, 7, 354]",16
0,howz person story,"[139, 379]",2
0,thanx 4 send home,"[260, 7, 13, 26]",4
0,normally hot mail com,"[352, 293]",2
1,ve win tkts euro2004 cup final å800 cash collect 09058099801 b4190604 pobox 7876150ppm,"[67, 33, 857, 423, 842, 91, 237, 466]",8
0,u sick shop,"[1, 776, 231]",3
0,ya fine bbdpooja pimpleseven blackand ur rite cold wear sweatter,"[124, 155, 4, 422, 841]",5
0,nicenicehow work,[38],1
0,1 reach home,"[79, 141, 26]",3
0,try find chinese food place,"[48, 71, 347, 110]",4
0,easy mate   guess quick drink bit ambitious,"[215, 277, 180, 863, 353, 156]",6
0,babe   miiiiiiissssssssss   need   crave     geeee   m sad babe   love,"[81, 23, 618, 2, 389, 81, 19]",7
0,ok thanx,"[10, 260]",2
0,aathiwhere dear,[57],1
0,tunji s queen wish great day abiola,"[6, 102, 52, 16, 672]",5
0,today iz yellow rise day u love frndship 1 misscall amp send ur frndz amp miss u u 6misse u marry ur lover,"[25, 799, 16, 1, 19, 79, 80, 13, 4, 80, 44, 1, 1, 1, 647, 4, 684]",17
0,class hour sorry,"[151, 135, 31]",3
0,wat time u finish ur lect today,"[58, 18, 1, 105, 4, 787, 25]",7
1,freemessage jamsterget crazy frog sound poly text mad1 real text mad2 88888 6 crazy sound 3 gbpweek 16only tcs apply,"[447, 285, 441, 20, 209, 20, 226, 447, 285, 94, 276, 234]",12
0,sad story man   week bday wife wish parent forget n kid   work colleague wish enter cabin pa   happy bday boss   feel special askd 4 lunch lunch invite apartment u mind bedroom minute    ok se sexy mood come 5 minut latr wid caken wife parent kidz friend n colleague scream surprise   wait sofa     naked,"[389, 379, 127, 39, 505, 368, 102, 460, 173, 35, 557, 38, 855, 102, 316, 245, 60, 505, 779, 64, 162, 625, 7, 161, 161, 359, 873, 1, 183, 140, 10, 852, 280, 940, 5, 164, 381, 368, 460, 63, 35, 855, 591, 659, 50, 941, 983]",47
1,chance reality fantasy   08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national   rate,"[184, 708, 77, 763, 509, 222, 198, 615, 247]",9
0,s fine good hear dear happy new year oh,"[6, 155, 9, 174, 57, 60, 37, 92, 53]",9
0,wipro interview today,[25],1
0,tall princess,[253],1
0,doubt handle 5 time night case,"[164, 18, 47, 547]",4
0,haha hope ì hear receipt sound gd luck,"[149, 46, 45, 174, 285, 498, 661]",7
0,death m leave note robs fault avenge,"[2, 54]",2
0,japanese proverb u itu indian version let itleave finally kerala version stop strike,"[1, 72, 511, 28]",4
0,today m workin free oso gee thgt u workin ur frens shop,"[25, 2, 909, 12, 350, 1, 909, 4, 231]",9
0,life face choice toss coin becoz settle question coin air u know heart hope gudni8,"[83, 275, 883, 230, 1, 8, 169, 46]",8
0,know god create gap finger come amp fill gap hold hand love,"[8, 182, 755, 908, 5, 80, 656, 755, 334, 330, 19]",11
0,want kiss feel,"[15, 218, 64]",3
0,happy,[60],1
1,adult 18 content video shortly,"[175, 432, 249]",3
0,ok b lovely u r sure think wot u want drinkin dancin eatin cinema u wot,"[10, 108, 531, 1, 32, 99, 22, 336, 1, 15, 965, 869, 1, 336]",14
0,m explicitly tell nora know m probably bother,"[2, 21, 8, 2, 240, 877]",6
0,hi ass south tampa preferably kegger,"[41, 590, 934, 836]",4
0,smith waste dai wanna gayle,"[789, 197]",2
0,mum ve send message want know actually enjoy rest day,"[443, 67, 13, 61, 15, 8, 251, 170, 804, 16]",10
0,aight tomorrow   ltgt  ,"[239, 74, 11]",3
0,housemaid murderer coz man murder   ltgt th january public holiday govtinstituition closedinclude post officeunderstand,"[417, 127, 605, 11, 523, 167, 295]",7
1,chance reality fantasy   08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national   rate,"[184, 708, 77, 763, 509, 222, 198, 615, 247]",9
0,actually time bed long speak wake 7 night,"[251, 18, 246, 143, 159, 177, 263, 47]",8
0,,[],0
0,understand message,"[532, 61]",2
0,crucify c s tell early,"[85, 6, 21, 150]",4
0,idk butting head freedom vs responsibility m tired shit deal m barely add,"[364, 2, 627, 217, 730, 2, 497]",7
0,fuck cedar key fuck come tho,"[242, 991, 242, 5, 450]",5
0,past train durham coz reserve seat,"[978, 598, 417]",3
1,hey boy want hot xxx pic send direct 2 ur phone txt porn 69855 24hrs free 50p day stop text stopbcm sf wc1n3xx,"[55, 213, 15, 352, 227, 241, 13, 626, 3, 4, 36, 24, 12, 16, 28, 20]",16
0,u paint ur wall,"[1, 4]",2
1,chance claim ur å150 worth discount voucher today text shop 85023 savamob offer mobile t cs savamob pobox84 m263uz å300 sub 16,"[184, 49, 4, 290, 455, 691, 204, 25, 20, 231, 593, 152, 34, 355, 556, 593, 594, 131]",18
0,printer cool mean groovy wine groovye,"[179, 117, 628]",3
0,hi harishs rent transfre ur acnt,"[41, 696, 4]",3
0,lor come,"[27, 5]",2
0,cbe good nowadayslot shop showroomscity shape good,"[9, 231, 9]",3
0,ìï attend da talk,"[134, 43, 115]",3
0,prob hon u doinat mo,"[426, 1, 927]",3
0,k ill care,"[98, 17, 90]",3
0,phone callon friday assume year,"[36, 507, 92]",3
0,battery low babe,"[980, 81]",2
0,shuhui buy ron present swatch watch,"[87, 911, 103]",3
0,yeah s bit leave ill swing tomorrow,"[76, 6, 156, 54, 17, 687, 74]",7
0,babe 2 hour 4   internet,"[81, 3, 135, 7]",4
0,k ill sure noon s,"[98, 17, 99, 701, 6]",5
0,kkyesterday cbe,[],0
0,ganesh dress shop,[231],1
1,pdatenow   double min 1000 txt orange tariff late motorola sonyericsson   nokia   bluetooth free mobileupd8 08000839402 call2optoutyhl,"[345, 77, 809, 24, 262, 68, 587, 104, 812, 12, 489, 520]",12
0,ìï collect ur laptop configure da setting izzit,"[134, 237, 4, 636, 43]",5
0,r   home come 5 min,"[32, 26, 5, 164, 77]",5
0,aight 8 late probably close 7 jay tyler trip,"[239, 373, 68, 240, 301, 263, 550, 346]",8
0,come aftr   ltdecimalgt m clean house,"[5, 349, 2, 699, 212]",5
1,ur cashbalance currently 500 pound   maximize ur cashin send cash 86688 150pmsg cc 08718720201 po box 11414 tcrw1,"[4, 997, 584, 320, 278, 998, 4, 999, 13, 91, 419, 519, 222, 198]",14
0,bill letter iûªm expect orange isnûªt bill orange,"[515, 866, 683, 262, 515, 262]",6
0,tell pa pain de,"[21, 245, 300, 323]",4
0,hi darlin hope nice night wish come wait love fran ps want dirty anal sex want 10 man gang bang,"[41, 545, 46, 120, 47, 102, 5, 50, 19, 15, 603, 15, 491, 127]",14
0,ha donût know clever simple thing pear day perfect christmas,"[468, 8, 403, 51, 16, 638]",6
0,helloooo wake sweet morning welcome enjoy day joy gud mrng,"[177, 208, 86, 492, 170, 16, 111, 512]",8
0,alrite,[],0
0,sit wait summer day celebrate magical sight world dress white oooooh let snow,"[191, 50, 758, 16, 205, 72, 558]",7
1,urgent mobile number award å2000 prize guarantee 09058094454 land line claim 3030 valid 12hrs,"[109, 34, 62, 107, 258, 69, 138, 401, 157, 49, 904, 341, 453]",13
0,guy movie,"[113, 286]",2
0,sorryin meeting ill later,"[362, 17, 40]",3
0,tell thatnow m think plus s stop run,"[21, 2, 22, 325, 6, 28, 201]",7
0,kindly send flat   ltdecimalgt   today,"[13, 349, 25]",3
1,sorry u unsubscribe mob offer package min term 54 week pls resubmit request expiry reply themob help 4 info,"[31, 1, 418, 312, 152, 77, 555, 39, 59, 668, 29, 119, 7, 715]",14
0,lor bit bored y dun u home early 2 sleep today,"[27, 156, 606, 148, 125, 1, 26, 150, 3, 84, 25]",11
0,time tell friend,"[18, 21, 63]",3
0,yes fine love safe,"[75, 155, 19, 676]",4
0,thank chikku gud nyt,"[65, 642, 111, 607]",4
0,xy ur car u pick,"[829, 4, 165, 1, 73]",5
0,thanx 4 time weåõve spend 2geva bin mint ur baby want uxxxx,"[260, 7, 18, 363, 4, 250, 15]",7
0,yo way pick tonight,"[202, 66, 73, 114]",4
0,ve send send,"[67, 13, 13]",3
0,fine simply sit,"[155, 191]",2
0,tht god gift bird human hav natural gift frm god,"[610, 182, 287, 308, 287, 704, 182]",7
0,come day class,"[5, 16, 151]",3
0,m studyn library,"[2, 918]",2
0,ok u enjoy ur,"[10, 1, 170, 4]",4
0,,[],0
0,wuld baby thought mite break donåõt wanna crazy everyboy need lady xxxxxxxx,"[250, 849, 333, 197, 447, 23, 697]",7
0,wat dear sleep ah,"[58, 57, 84, 268]",4
0,hi test   ltgt rd,"[41, 304, 11]",3
0,2 student solve cat question xam 532 ltgt   924 ltgt   863 ltgt   725 tell answer u r brilliant1thingi d answr,"[3, 916, 230, 11, 11, 11, 21, 248, 1, 32, 30]",11
0,yo know   ltgt   able buy liquor guy flaked right hold somebody 4 loko night,"[202, 8, 11, 307, 87, 113, 70, 334, 689, 7, 47]",11
0,yup n fren lor m meet fren 730,"[172, 35, 707, 27, 2, 56, 707]",7
0,yeah line,"[76, 157]",2
0,stop wonder wow stop tme   tm want   laugh,"[28, 339, 620, 28, 15, 496]",6
0,lol yep yesterday fireplace icon sit,"[95, 743, 344, 191]",4
0,hey ve book pilate yoga lesson haha,"[55, 67, 199, 993, 299, 149]",6
0,ok happen behave like,"[10, 144, 14]",3
1,1 new message 08712400200,"[79, 37, 61]",3
0,supervisor find 4 lor thk student ask tell u aft ask,"[71, 7, 27, 145, 916, 42, 21, 1, 408, 42]",10
0,hello news job wait fifth week yeah m woozle weasel exeter home 3,"[146, 449, 163, 50, 39, 76, 2, 26, 94]",9
0,messageno responcewhat happend,[],0
1,currently message await collection collect message 08718723815,"[584, 61, 288, 311, 237, 61]",6
0,hey babe sorry soon gary come fix cause think know far ptbo cost   ltgt   buck know cheap find   second hand machine right let know want babe,"[55, 81, 31, 112, 5, 548, 376, 22, 8, 486, 189, 11, 976, 8, 529, 71, 374, 330, 70, 72, 8, 15, 81]",23
0,3 4 fuck sake x,"[94, 7, 242, 136]",4
0,leave u ignorant,"[54, 1]",2
0,nope ill b 2 sch fri early lor cos mys sis paper da morn,"[524, 17, 108, 3, 366, 526, 150, 27, 89, 456, 602, 43]",12
0,bruce b downs amp fletcher,"[108, 80]",2
0,  wake,[177],1
0,hey free,"[55, 12]",2
0,tell s pls,"[21, 6, 59]",3
1,urgent mobile award å1500 bonus caller prize 27603 final attempt 2 contact u 08714714011,"[109, 34, 107, 375, 424, 69, 423, 338, 3, 93, 1]",11
0,think miss teach til lecture damn work thing,"[22, 44, 635, 319, 38, 51]",6
0,d check s like 1 bowl worth leave,"[30, 128, 6, 14, 79, 455, 54]",7
0,yes sweet,"[75, 208]",2
0,m cozy exhausted nightnobody school work close,"[2, 272, 38, 301]",4
1,u secret admirer reveal think u r special 09065174042 opt reply reveal stop 150 msg recd cust care 07821230901,"[1, 484, 735, 760, 22, 1, 32, 162, 559, 29, 760, 28, 640, 82, 90]",15
0,buzzzz grin buzz ass buzz chest   buzz cock   phone   vibrator   feel shake,"[660, 590, 36, 64]",4
0,sir send group mail check,"[224, 13, 293, 128]",4
0,m da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet abt 7 n half page,"[2, 43, 768, 35, 35, 35, 350, 35, 302, 263, 35, 196, 675]",13
0,nonenowhere ikno doesdiscountshitinnit,[],0
0,know jabo abi,[8],1
1,notice drive slow idiot drive fast maniac,"[185, 588, 185, 385]",4
0,hadya sapna aunty manege yday hogidhechinnu weak swalpa black agidhane,[],0
0,good baby,"[9, 250]",2
0,neft transaction reference number   ltgt   rs ltdecimalgt   credit beneficiary account   ltgt     lttimegt   ltgt,"[813, 62, 11, 731, 349, 291, 176, 11, 11]",9
0,sport typelyk footblcrckt,[800],1
0,ma head dey swell oh thank day,"[364, 53, 65, 16]",4
0,u fb list,"[1, 851]",2
0,height confidence aeronautic professor wer calld amp wer askd 2 sit aeroplane aftr sit wer tell dat plane ws student dey hurry d plane bt 1 saidif student start datz confidence,"[80, 625, 3, 191, 191, 21, 181, 916, 826, 30, 305, 79, 916, 101]",14
0,sary need tim bollox hurt lot tol,"[23, 236, 133]",3
0,happy new year princess,"[60, 37, 92, 253]",4
0,ill text carlo let know hang,"[17, 20, 72, 8]",4
0,worry   easy ingredient,"[219, 215]",2
0,love u 2 little pocy bell sorry love u,"[19, 1, 3, 269, 31, 19, 1]",7
0,ok omw castor,[10],1
0,yar lor rain non stop u wan 2,"[597, 27, 503, 28, 1, 126, 3]",7
1,xmas offer late motorola sonyericsson   nokia   free bluetooth dvd double min   1000 txt orange mobileupd8 08000839402 call2optout4qf2,"[283, 152, 68, 587, 104, 12, 812, 879, 345, 77, 809, 24, 262, 489, 520]",15
0,u mean u wif sleeping tot u nap yup send liao m pick ard 4 smth lor,"[1, 117, 1, 289, 383, 1, 172, 13, 225, 2, 73, 371, 7, 469, 27]",15
0,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear,"[263, 339, 205, 4, 748, 4, 100, 4, 4, 265, 4, 360, 200, 4, 531, 365, 9, 86, 57]",19
0,tonight yeah d,"[114, 76, 30]",3
0,eat fo lunch senor,"[130, 161]",2
0,right giggle u possibly person2die nvq think,"[70, 1, 22]",3
0,break time come n stuff fr ì,"[333, 18, 5, 35, 154, 577, 45]",7
1,reply win å100 weekly professional sport tiger wood play send stop 87239 end service,"[29, 33, 367, 335, 800, 153, 13, 28, 106, 88]",10
0,m   maybe reboot ym   buzz,"[2, 257]",2
0,grinder,[],0
1,1 polyphonic tone 4 ur mob week txt pt2 87575 1st tone free   txtin tell ur friend 150ptone 16 reply hl 4info,"[79, 96, 7, 4, 312, 39, 24, 200, 96, 12, 21, 4, 63, 131, 29]",15
0,love decision feeling decide love life simple magical,"[19, 292, 19, 83, 403]",5
1,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,"[352, 129, 708, 77, 763, 509, 222, 198, 615, 247]",10
0,ki didt youkwhere,[],0
0,m list buyer,"[2, 851]",2
0,idea guess work hour suppose leave usual interest figure shit second,"[702, 180, 38, 135, 553, 54, 986, 583, 217, 374]",10
0,mm entirely sure understand text hey ho weekend,"[742, 99, 532, 20, 55, 828, 190]",7
0,release vday shirt u half naked instead white underwear,"[968, 1, 196, 983]",4
0,don knowhe watch film computer,"[705, 103, 608, 572]",4
0,b4 thursday,[561],1
0,oh phone phone disconnect,"[53, 36, 36]",3
0,d onluy matter offcampus,[30],1
1,message free welcome new   improved sex   dog club unsubscribe service reply stop msgs150p 18only,"[61, 12, 492, 37, 603, 429, 398, 418, 88, 29, 28]",11
0,excellent ill riley plan,"[17, 123]",2
0,half hour,"[196, 135]",2
1,ve win tkts euro2004 cup final å800 cash collect 09058099801 b4190604 pobox 7876150ppm,"[67, 33, 857, 423, 842, 91, 237, 466]",8
0,ew,[],0
0,hi wesley ve,"[41, 67]",2
0,ah lingo let know wot earth finish,"[268, 72, 8, 336, 105]",5
1,loan purpose å500   å75000 homeowner   tenant welcome previously refuse help free 0800 1956669 text help,"[674, 421, 492, 119, 12, 570, 20, 119]",8
1,updatenow   12mth half price orange line rental 400minscall mobileupd8 08000839402 call2optoutj5q,"[196, 314, 262, 157, 644, 489, 520]",7
0,imagine life fast u search medont worry lm disturb u goodnoon,"[990, 83, 385, 1, 358, 219, 685, 1]",8
0,hm good morning headache,"[9, 86]",2
0,yeah prob   night obviously catch speak soon,"[76, 426, 47, 470, 159, 112]",6
1,free unlimited hardcore porn direct 2 mobile txt porn 69200   free access 24 hrs chrgd50p day txt stop 2exit msg free,"[12, 549, 626, 3, 34, 24, 12, 808, 16, 24, 28, 82, 12]",13
0,2 sch yar e salon v boring,"[3, 366, 597, 78, 132]",5
0,ltgt   min stop,"[11, 77, 28]",3
0,ltgt   fast approach wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy day happy independence day happy friendshipmotherfatherteacherschildren day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas   ltgt   good morning afternoon evening nights rememberi wish u theseyour raj,"[11, 385, 102, 1, 60, 37, 92, 60, 60, 16, 60, 439, 16, 60, 60, 60, 16, 60, 16, 60, 16, 60, 16, 80, 60, 210, 7, 1, 60, 60, 60, 60, 638, 11, 9, 86, 279, 273, 102, 1]",40
0,joy lifeis wake daywith thought somewheresomeone care tosend warm morning greeting,"[177, 849, 90, 698, 86]",5
0,second half message,"[374, 196, 61]",3
0,wat time u wan 2 meet later,"[58, 18, 1, 126, 3, 56, 40]",7
0,thank selflessness love plenty,"[65, 19]",2
0,film ill later,"[608, 17, 40]",3
0,dare change ring,"[238, 405]",2
0,bad girl lady,"[192, 142, 697]",3
0,love ya try budget money babe gary freak know,"[19, 124, 48, 121, 81, 8]",6
0,initiate understand,[532],1
0,finish lunch u wake,"[105, 161, 1, 177]",4
0,game,[232],1
0,tallent waste,[789],1
0,record night,"[807, 47]",2
0,sir send email log usc payment portal ill send message explain thing home great weekend,"[224, 13, 406, 481, 17, 13, 61, 51, 26, 52, 190]",11
0,let know cos come bak holiday day   come dont4get2text   number,"[72, 8, 89, 5, 878, 167, 16, 5, 62]",9
0,jokin lar   depend phone father lor,"[194, 36, 665, 27]",4
0,aight lemme know s,"[239, 892, 8, 6]",4
0,ready   ltgt   inch pleasure,"[186, 11, 870]",3
0,rajipls favour pls convey birthday wish nimya pls today birthday,"[59, 845, 210, 102, 59, 25, 210]",7
0,ok feel like john lennon,"[10, 64, 14, 664]",4
0,cos darren ì consider mah ask ì,"[89, 649, 45, 573, 42, 45]",6
0,bother trust answer pls,"[877, 729, 248, 59]",4
0,wish family merry x mas happy new year advance,"[102, 386, 806, 136, 60, 37, 92]",7
0,day crab run sea shorethe wave come n clear footprint crab crab ask frnd y r u clear beautiful footprint wave reply fox follow ur footprint catch s y clear frndsship let u dwn   gud nyt,"[16, 201, 528, 5, 35, 777, 42, 266, 148, 32, 1, 777, 402, 29, 537, 4, 470, 6, 148, 777, 72, 1, 111, 607]",24
0,aight time want come,"[239, 18, 15, 5]",4
0,slaaaaave     summon time   wish come anymore,"[18, 102, 5, 859]",4
0,bill 3 å3365 s bad,"[515, 94, 6, 192]",4
0,let know change 6hrs appendix age range impossible chill let know 6hrs,"[72, 8, 238, 430, 72, 8]",6
0,hello yeah ve bath need hair ill come m yeah,"[146, 76, 67, 678, 23, 328, 17, 5, 2, 76]",10
0,s weather,[6],1
0,ok hm friday wait dunno wot hell m 3 week slob oh wait,"[10, 507, 50, 261, 336, 629, 2, 94, 39, 53, 50]",11
0,die e toot fringe,"[415, 78]",2
0,lol know awesome phone click delete right want,"[95, 8, 414, 36, 950, 70, 15]",7
0,ok,[10],1
0,awesome question cute answer ask boy ur life    smile amp answer    fine gudnite,"[414, 230, 932, 248, 42, 213, 4, 83, 100, 80, 248, 155]",12
0,leave topicsorry tell,"[54, 21]",2
0,pls send correct da,"[59, 13, 621, 43]",4
0,happen yo date,"[144, 202, 195]",3
