label,full_message,message_clean
0,Boy you best get yo ass out here quick   ,boy yo ass quick
0,Ay wana meet on sat?Ì_ wkg on sat?   ,ay wana meet satì wkg sit
0,I'm now but have to wait till 2 for the bus to pick me.   ,m wait till 2 bus pick
0,Apart from the one i told you about yesterday?   ,apart tell yesterday
0,Ok lor... But buy wat?   ,ok lor buy wat
0,Somebody should go to andros and steal ice   ,somebody andro steal ice
0,Don know. I did't msg him recently.   ,don know didt msg recently
0,Take us out shopping and Mark will distract Isaiah.=D   ,shopping mark distract isaiahd
0,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola   ",mum hope great day hope text meet life great day abiola
0,There is no sense in my foot and penis.   ,sense foot penis
0,Okay but i thought you were the expert   ,okay think expert
0,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?   ,deep sigh   miss    surprised net cafe   miss
0,S.s:)i thinl role is like sachin.just standing. Others have to hit.   ,ssi thinl role like sachinjust stand hit
0,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola   ,great trip india bring light project lucky smile bye abiola
0,"And very importantly, all we discuss is between u and i only.   ",importantly discuss u
0,K..k:)how about your training process?   ,kkhow training process
0,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?   ,ok lor ne 2 toa payoh 4 2 return smth u wan 2 send wat
0,In da car park    ,da car park
0,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...   ,wish hold tightly important mean   need   life
0,So i asked how's anthony. Dad. And your bf   ,ask s anthony dad bf
0,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).   ",wnevr wana fal luv vth book bed fal luv vth   yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
0,What Today-sunday..sunday is holiday..so no work..   ,todaysundaysunday holidayso work
0,Am going to take bath ill place the key in window:-)   ,bath ill place key window
1,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts   ,lord ringsreturn king store nowreply lotr 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop end txts
0,"Dear, take care. I am just reaching home.love u a lot.   ",dear care reach homelove u lot
0,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323   ,staffsciencenusedusgphyhcmkteachingpc1323
0,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...   ,emigrate ok maybe 530 bit hopeful
0,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.   ,olol print forum post guy exact   prob fix gpu replacement hopefully ignore
0,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;   ,walk mom right stagwood pass right winterstone leave victor hill address ltgt
0,"Yo, you at jp and hungry like a mofo?   ",yo jp hungry like mofo
0,This is all just creepy and crazy to me.   ,creepy crazy
0,Ok... I din get ur msg...   ,ok din ur msg
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas   ,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas
0,Pathaya enketa maraikara pa'   ,pathaya enketa maraikara pa
0,Even if he my friend he is a priest call him now   ,friend priest
0,"U so lousy, run already come back then half dead... Hee...   ",u lousy run come half dead hee
0,That's y i said it's bad dat all e gals know u... Wat u doing now?   ,s y bad dat e gal know u wat u
0,Or remind me in a few hrs.   ,remind hrs
0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.   ",hope send message rent reserve completely loan need hope balance   ltgt   way till mid march hope pay
0,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks   ,hi happy new year mean intrude pls let know tuition pay semester semester thank
0,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?   ,hello hun ru way m good 2 date guy meet walkabout far meet soon s
0,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.   ,lol month cash leave ltgt case collect week cause announce blog
1,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412   ,good luck draw place 28th feb 06 good luck removal send stop 87239 customer service 08708034412
0,"Short But Cute : \ Be a good person   but dont try to prove\"" ..... Gud mrng...""  ",short cute    good person    try prove   gud mrng
0,Just haven't decided where yet eh ?   ,decide eh
0,"Wat time liao, where still got.   ",wat time liao
0,Yes watching footie but worried we're going to blow it - Phil Neville?   ,yes watch footie worried blow   phil neville
0,I wait 4 Ì_ inside da car park...   ,wait 4 ì inside da car park
0,Uncle Abbey! Happy New Year. Abiola   ,uncle abbey happy new year abiola
0,Now am free call me pa.   ,free pa
0,R u saying i should re order the slippers cos i had to pay for returning it.   ,r u order slipper cos pay return
0,Stop knowing me so well!   ,stop know
0,Good evening! this is roger. How are you?   ,good evening roger
0,Small problem in auction:)punj now asking tiwary   ,small problem auctionpunj ask tiwary
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+   ,free entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate tcs apply 08452810073 detail 18
0,He telling not to tell any one. If so treat for me hi hi hi   ,tell tell treat hi hi hi
0,My uncles in Atlanta. Wish you guys a great semester.   ,uncle atlanta wish guy great semester
1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+   ,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 polys nokia150p poly200p 16
0,U coming 2 pick me?   ,u come 2 pick
0,Thats cool. i liked your photos. You are very sexy!   ,s cool like photo sexy
0,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked   ,u fuckin believe know thur pre book cancel need b sack
0,"Haha better late than ever, any way I could swing by?   ",haha late way swing
0,Ok. But i finish at 6.   ,ok finish 6
1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.   ",lookatme thank purchase video clip lookatme ve charge 35p think send video mmsto 32323
0,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!   ,ve bar b q store lifethis twat orange dungeree come ask want deck punch
0,So no messages. Had food?   ,message food
0,Ok going to sleep. Hope i can meet her.   ,ok sleep hope meet
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!   ,wat people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks   ,let know detail fri u find cos m tom fri mentionne chinese thank
0,You're right I have now that I think about it   ,right think
0,Wat r u doing now?   ,wat r u
0,Is ur lecture over?   ,ur lecture
1,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP   ,sexy sexy cum text m wet warm ready porn u fun msg free recd msgs 150p inc vat 2 cancel text stop
0,Customer place i will call you   ,customer place
0,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.   ,plan join company jan 5 onlydon know happen
0,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)   ,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano
0,"Haha I heard that, text me when you're around   ",haha hear text
0,I.ll get there tomorrow and send it to you   ,ill tomorrow send
0,"\SHIT BABE.. THASA BIT MESSED UP.YEH  SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY  ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\"""" ",shit babe thasa bit mess upyeh   shudvetold u urgran knowneway   illspeak 2 u2moro wen m asleep
0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night   ,oh s late good night u tomorrow iam sleep night night
0,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""   ",cheer u tex mecause u werebore yeah okden hunny r uin wk satsoundåõs likeyour havin gr8fun j updat countinlot loveme xxxxx
0,"Sorry,  in meeting I'll call you later   ",sorry   meet ill later
0,Yo! Howz u? girls never rang after india. L   ,yo howz u girl ring india l
0,Yeah but which is worse for i   ,yeah bad
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX   ,hard live 121 chat 60pmin choose girl connect live 09094646899 cheap chat uks big live service vu bcm1896wc1n3xx
0,I tagged MY friends that you seemed to count as YOUR friends.   ,tag friend count friend
1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx   ,hear u4 4 rude chat private line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx
0,Ok...   ,ok
0,Long time. You remember me today.   ,long time remember today
0,Havent shopping now lor i juz arrive only   ,shop lor juz arrive
0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE   ,thank u work cause feel
0,Are you up for the challenge? I know i am :)   ,challenge know
0,How much did ur hdd casing cost.   ,ur hdd casing cost
0,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie   ,mystery solve open email s send batch sweetie
0,I can't describe how lucky you are that I'm actually awake by noon   ,describe lucky m actually awake noon
1,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm   ,2nd time try contact u u win å1450 prize claim 09053750005 b4 310303 tcsstop sms 08718725756 140ppm
0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD   ",today sorry day angry misbehave hurt plz plz slap urself bcoz ur fault m basically good
0,Cheers for the card ... Is it that time of year already?   ,cheer card   time year
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k   ",hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870k
0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL   ",people msgs think iam addict msge wrong bcoz know iam addict sweet friend bslvyl
0,Ugh hopefully the asus ppl dont randomly do a reformat.   ,ugh hopefully asus ppl randomly reformat
0,"Haven't seen my facebook, huh? Lol!   ",facebook huh lol
0,"Mah b, I'll pick it up tomorrow   ",mah b ill pick tomorrow
0,Still otside le..u come 2morrow maga..   ,otside leu come 2morrow maga
0,Do u still have plumbers tape and a wrench we could borrow?   ,u plumber tape wrench borrow
1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.   ",dear voucher holder claim week offer pc httpwwwetlpcoukreward tscs apply
0,It vl bcum more difficult..   ,vl bcum difficult
1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117   ,ur 2 bahama callfreefone 08081560665 speak live operator claim bahama cruise ofå2000 cash 18only opt txt x 07786200117
0,Havent still waitin as usual... ÌÏ come back sch oredi?   ,waitin usual ìï come sch oredi
0,In meeting da. I will call you   ,meeting da
0,K k :-):-) then watch some films.   ,k k   watch film
0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.   ,cinema plus drink appeal tomo   fr thriller director like mac 830
0,There the size of elephant tablets & u shove um up ur ass!!   ,size elephant tablet   u shove um ur ass
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da   ",people special sight remain special till sight maintain till life end cr da
0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!   ",parent kidz friend n colleague scream surprise   wait sofa     naked
0,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair.    ,dunno juz askin cos card 20 4 salon hair sense tot da ì cut ur hair
0,Good morning pookie pie! Lol hope I didn't wake u up   ,good morning pookie pie lol hope wake u
0,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.   ,maybe wake fucking 3 problem
0,Happy birthday to you....dear.with lots of love.rakhesh NRI   ,happy birthday youdearwith lot loverakhesh nri
0,Howz that persons story   ,howz person story
1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate   ",2nd time try 2 contact u u win 750 pound prize 2 claim easy 08712101358 10p min btnationalrate
0,X2  &lt;#&gt; . Are you going to get that   ,x2   ltgt  
0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning   ,hi neva worry bout da truth coz truth lead 2 ur heart itåõs unique person like u deserve sleep tight morning
1,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub   ,ur award city break win å200 summer shopping spree wk txt store 88039skilgmetscs087147403231winawkage16å150perwksub
0,Is ur paper today in e morn or aft?   ,ur paper today e morn aft
0,I will lick up every drop :) are you ready to use your mouth as well?   ,lick drop   ready use mouth
0,And you! Will expect you whenever you text! Hope all goes well tomo    ,expect text hope tomo
0,Great. P diddy is my neighbor and comes for toothpaste every morning   ,great p diddy neighbor come toothpaste morning
0,"I av a new number,  . Wil u only use this one,ta.   ",av new number    wil u use oneta
0,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.   ,poke man everyday teach canada abi hi
0,7 lor... Change 2 suntec... Wat time u coming?   ,7 lor change 2 suntec wat time u come
0,No de.am seeing in online shop so that i asked.   ,deam online shop ask
0,Just curious because my cuz asked what I was up to   ,curious cuz ask
0,Nice.nice.how is it working?   ,nicenicehow work
0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?   ,okay lor wah like def let haha term condition
0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again   ,haha yup hopefully   lose kg mon hip hop orchard weigh
0,She's good. How are you. Where r u working now   ,s good r u work
0,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home   ",oh yes ve little weather ve kind coccoone home
0,At home also.   ,home
0,This phone has the weirdest auto correct.   ,phone weird auto correct
0,Oops my phone died and I didn't even know. Yeah I like it better.   ,oop phone die know yeah like
0,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?   ,mus ask u 1st wat meet 4 lunch den u n meet lor u wan 2 ask da ge 1st confirm w asap
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,   ",u mind bedroom minute    ok se sexy mood come 5 minut latr wid caken wife
0,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx   ",oh yeahand hav great time newquaysend postcard 1 look girl m goneu know 1im talkin boutxx
0,We got a divorce. Lol. She.s here   ,divorce lol s
0,What's ur pin?   ,s ur pin
0,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?   ",babe money pick bread milk   ill home
0,I want snow. It's just freezing and windy.   ,want snow freezing windy
1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only   ,urgent try contact u today draw win å2000 prize guarantee 09066358361 land line claim y87 valid 12hrs
0,Come to mahal bus stop.. &lt;DECIMAL&gt;   ,come mahal bus stop ltdecimalgt
0,Don know:)this week i'm going to tirunelvai da.   ,don knowthis week m tirunelvai da
0,Me too baby! I promise to treat you well! I bet you will take good care of me...   ,baby promise treat bet good care
0,Its like that hotel dusk game i think. You solve puzzles in a area thing   ,like hotel dusk game think solve puzzle area thing
1,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180   ",thank ringtone order reference number x29 mobile charge 450 tone arrive customer service 09065989180
0,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !   ",hi love day fuck morning wake drop cell way stair alright   phew miss
0,Well that must be a pain to catch   ,pain catch
0,Sorry da thangam.it's my mistake.   ,sorry da thangamit mistake
0,I need... Coz i never go before    ,need coz
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....   ",rise redred bloodblood heartheart u u send tis ur friend include u like u 1u r poor relation 2u need 1 support 3u r frnd 2 4some1 luvs u 5 some1 pray god marry u try
0,Wife.how she knew the time of murder exactly   ,wifehow know time murder exactly
1,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info   ",chance win cash 100 20000 pound txt csh11 send 87575 cost 150pday 6days 16 tsandc apply reply hl 4 info
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1   ,ur cashbalance currently 500 pound   maximize ur cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1
0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?   ",feel like dick sleep text facebook message sup town
0,No plm i will come da. On the way.   ,plm come da way
0,Guess he wants alone time. We could just show up and watch when they do..   ,guess want time watch
0,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)   ,height recycling read twice people spend time earn money money spend spend time good morning smile
0,Yup Ì_ not comin :-(   ,yup ì comin
0,"Yes, princess. Toledo.   ",yes princess toledo
0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me   ",aight text mu ill swing need somebody door
0,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.   ,ron fri leh n ding tai feng reservation wait lor
0,Good. No swimsuit allowed :)   ,good swimsuit allow
0,Am okay. Will soon be over. All the best   ,okay soon good
0,"A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd  but watever u shared should be true\""....""  ",cute thought friendship necessary share secret ur close frnd   watever u share true
0,Ok i've sent u da latest version of da project.   ,ok ve send u da late version da project
0,Good Morning my Dear........... Have a great &amp; successful day.   ,good morning dear great amp successful day
0,Pls accept me for one day. Or am begging you change the number.   ,pls accept day beg change number
0,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:   ,squeeeeeze christmas hug u lik frndshp den hug u 3 u r cute 6 u r luvd 9 u r lucky people hate u
0,"Its ok, if anybody asks abt me, u tel them..:-P   ",ok anybody ask abt u tel themp
0,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens   ",funny fact teach volcano 2 erupt tsunamis 2 arise hurricane 2 sway aroundn 1 teach hw 2 choose wife natural disaster happen
0,* You gonna ring this weekend or wot?   ,ring weekend wot
0,Also track down any lighters you can find   ,track lighter find
0,"Sorry, I can't help you on this.   ",sorry help
0,"Babe, I need your advice   ",babe need advice
0,"IÛ÷ll leave around four, ok?   ",iûll leave ok
0,Come to medical college at 7pm ......forward it da   ,come medical college 7 pm forward da
0,K:)k..its good:)when are you going?   ,kkit goodwhen
0,I can make lasagna for you... vodka...   ,lasagna vodka
0,HI ITS KATE CAN U GIVE ME A RING ASAP XXX   ,hi kate u ring asap xxx
0,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar   ,people   tour   think sofa thing send   curious sugar
0,"No, but you told me you were going, before you got drunk!   ",tell drunk
0,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him   ,fucking chickene message late woould buzz hear word
1,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate   ",congratulation thank good friend u win å2000 xmas prize 2 claim easy 08718726978 10p minute btnationalrate
0,I'm always looking for an excuse to be in the city.   ,m look excuse city
0,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...   ,yup m coffee wif fren fren drive shell lift
0,O shore are you takin the bus   ,o shore takin bus
0,So u gonna get deus ex?   ,u deus ex
0,I will send them to your email. Do you mind  &lt;#&gt;  times per night?   ,send email mind   ltgt   time night
1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.   ",44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile   100 free text   free camcorder reply 08000930705
0,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?   ,tap   spile seven   pub gas st broad st canal ok
0,Ok then i come n pick u at engin?   ,ok come n pick u engin
0,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.   ,want tell m short onedge late
0,Raviyog Peripherals bhayandar east   ,raviyog peripherals bhayandar east
0,K actually can you guys meet me at the sunoco on howard? It should be right on the way   ,k actually guy meet sunoco howard right way
1,You have 1 new voicemail. Please call 08719181513.   ,1 new voicemail 08719181513
0,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night   ",moon come color dream star musical sms warm peaceful sleep good night
0,Just finished eating. Got u a plate. NOT leftovers this time.   ,finish eat u plate leftover time
0,Thanx a lot...   ,thanx lot
0,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.   ,hurry home u big butt hang caller u food m starve ask cook
0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(   ,lol right diet everyday cheat m mean fatty
0,Its a great day. Do have yourself a beautiful one.   ,great day beautiful
0,What happened in interview?   ,happen interview
0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.   ",solve d case   man find murder   ltdecimalgt   ltgt   afternoon 1his wife police 2police question 3wife siri sleep murder place 4cook cook 5gardener pick vegetable 6housemaid 2 d post office 7children 2 play 8neighbour 2 marriage police arrest d murderer immediately s reply reason u r brilliant
0,Badrith is only for chennai:)i will surely pick for us:)no competition for him.   ,badrith chennaii surely pick usno competition
0,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave...    ,tot group mate lucky reply wat time ì need leave
0,Hey you around? I've got enough for a half + the ten I owe you   ,hey ve half   owe
0,Hey tmr maybe can meet you at yck   ,hey tmr maybe meet yck
0,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*   ,alrite sam nic checkin ur numberso ittb
0,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?   ,easy pay   ltgt yrs pay early
0,Not to worry. I'm sure you'll get it.   ,worry m sure ll
0,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard   ",gas station like block away house ll drive right armenia end swann howard
1,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p    ",u know ask date service 2 contact guess 09058097189 reveal pobox 6 ls15hb 150p
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days   ,camera   award sipix digital camera 09061221066 fromm landline delivery 28 day
0,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?   ,tuition 330 hm 1120 1205 mind
0,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""   ",m smoke people use wylie smoke justify ruin shit
0,Dear good morning how you feeling dear   ,dear good morning feel dear
0,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die   ,little med 8 hour 5 pain hope die
0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)   ",beautiful tomorrow come come today hunt beautiful tomorrow waste wonderful today goodmorning
0,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.   ,dunno lei ì decide lor abt leona oop tot ben n msg
0,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.   ,hi in2 pub   great 2 c u u cud come
1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app    ,today voda number end 5226 select receive 350 award hava match 08712300220 quote claim code 1131 standard rate app
1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only   ,message free welcome new   improved sex   dog club unsubscribe service reply stop msgs150p 18
0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)   ",honeybee m d sweetest d world god laugh amp waitu havnt meet d person read msg moral god crack joke gmgngegn
0,Just do what ever is easier for you   ,easy
1,RCT' THNQ Adrian for U text. Rgds Vatian   ,rct thnq adrian u text rgds vatian
0,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday   ,stop cancer throat hurt talk answer m babysitte monday
0,"It'll be tough, but I'll do what I have to   ",ll tough ill
0,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx   ,m gonnamissu muchi il send u postcard butthere abouta chance merememberin asthere ofsi breakin contract luv yaxx
0,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.   ,ee msg na poortiyagi odalebeku hanumanji 7 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahaveer ee 7   ltgt   janarige ivatte kalisidare saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra   ltgt   true neglet
